8491.json,TRUE,Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.,"foreign-policy,pundits,terrorism",jon-stewart,,,none,0,2,1,1,1,"in comments on Comedy Central's ""The Daily Show"""
8910.json,half-true,Six people in Florida die as a result of (not expanding Medicaid) every day.,"health-care,medicaid,poverty",charlie-crist,,Florida,democrat,15,9,20,19,2,"an interview on MSNBC's ""The Daily Rundown."""
11244.json,mostly-true,Gov. Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million.,"state-budget,taxes",americans-prosperity,,,none,6,7,2,1,2,TV ad
8174.json,barely-true,Only in Washington would politicians spend $27 million to teach Moroccans how to make pottery.,"federal-budget,government-efficiency",karen-handel,,,republican,2,0,3,3,1,a website posting
348.json,TRUE,"Hillary Clinton ""starts off with 47 percent of the country against her.""",elections,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a campaign rally in Alexandria, Va."
10141.json,FALSE,SaysRand Paulhas put out budgets to cut the military in half.,"federal-budget,military",adam-kinzinger,U.S. Representative,Illinois,republican,0,2,1,0,0,"comments on ABC's ""This Week"""
2569.json,half-true,Groups that receive foreign money are spending huge sums to influence American elections.,"campaign-finance,corporations,abc-news-week",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech
5803.json,TRUE,Says legislative cuts mean Texas is spending on average $500 less per student.,"education,state-budget",donna-howard,Texas House Representative,Texas,democrat,1,0,1,2,0,remarks at a Texas Capitol rally
5345.json,half-true,"[A]t his current rate, President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents -- combined!",federal-budget,GaGOP,,,republican,2,1,1,0,0,a web post
12285.json,half-true,We know that Saudi Arabia started al-Qaida.,terrorism,bob-graham,,Florida,democrat,1,0,1,1,0,"an interview on NBC's ""Meet the Press"""
5970.json,mostly-true,Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.,candidates-biography,john-bradley,Williamson County district attorney,Texas,republican,0,0,0,1,0,an op-ed in the Austin American-Statesman
9666.json,FALSE,"The fundraising numbers are in, and our grassroots support is unmatched!","campaign-finance,elections",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2,4,1,1,0,in a Facebook posting
4416.json,mostly-true,Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.,"elections,labor",we-are-ohio,,Ohio,none,2,0,0,1,0,a campaign commercial
3685.json,mostly-true,"Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force.","economy,jobs,pundits,abc-news-week",arianna-huffington,"Founder, The Huffington Post",,none,0,0,2,3,0,"a roundtable segment on ABC's ""This Week with Christiane Amanpour"""
3088.json,pants-fire,Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.,"labor,state-budget",chain-email,,,none,11,43,8,5,105,a chain email and -- briefly -- a union web site
685.json,barely-true,"Obama voted ""to cut off funding for our American troops on the battlefield.""",iraq,joe-lieberman,Senator,Connecticut,independent,1,1,0,2,0,"St. Paul, Minn."
10562.json,mostly-true,"In general, it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union.","corporations,labor,sports,unions,workers",jon-erpenbach,"State Senator, District 27",Wisconsin,democrat,3,0,0,1,0,a Facebook post
9630.json,mostly-true,"The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.","foreign-policy,military",john-kerry,Secretary of State,Massachusetts,democrat,3,2,2,5,0,"comments on ""Fox News Sunday"""
67.json,half-true,Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent.,taxes,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"a speech in Laconia, New Hampshire."
7176.json,mostly-true,"Right now one of our highest job growth sectors is Leisure and Hospitality. Weve added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs.","economy,jobs,labor",lou-greenwald,State Assemblyman,New Jersey,democrat,0,1,1,2,2,a press conference in Trenton
8677.json,barely-true,"Gov. Scott Walker bought 80 new, brand-new vehicles for the state that we probably dont need.","government-efficiency,state-budget,state-finances,transportation",kathleen-vinehout,,,democrat,1,1,1,1,0,a meeting
6209.json,half-true,"Says he passed eight measures, including ones to prevent groping at airport security checks and to bar sanctuary cities in Texas.","candidates-biography,homeland-security,immigration,legal-issues,transportation",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a speech to the Republican Party of Texas convention in Fort Worth.
2837.json,FALSE,Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.,"economy,federal-budget,government-efficiency",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news conference
4589.json,FALSE,These 15 political appointees (on the IPAB) will make all the major health care decisions for over 300 million Americans.,"health-care,new-hampshire-2012,abc-news-week",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a debate in New Hampshire
4150.json,barely-true,Says stores will be barred from selling 100-watt light bulbs as of 2012.,energy,michael-burgess,U.S. House member,Texas,republican,1,1,0,0,0,a statement.
9169.json,TRUE,"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.","elections,history",joe-scarborough,Host of a morning show on MSNBC,,none,1,4,3,3,0,"comments on MSNBC's ""Morning Joe"""
9434.json,barely-true,Jason Carter supports using Georgia tax dollars to promote Obamacare,health-care,republican-governors-association,,"Washington, D.C.",republican,5,1,6,4,2,In a television ad
549.json,mostly-true,"The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.",elections,ralph-nader,"Attorney, activist",Connecticut,independent,1,1,0,1,0,"an interview with ""Democracy Now!,"" an independent radio program"
10000.json,half-true,"Dan Patrick said that if women get paid less than a man for the same job, that thats not a problem.","jobs,women",leticia-van-de-putte,Pharmacist,Texas,democrat,2,2,4,1,1,a debate in Austin
9409.json,half-true,"Weve got an average of 5,600 soldiers committing suicide. Thats about 20 a day.","health-care,veterans",david-scott,Congressman ,Georgia,democrat,0,0,2,1,0,WABE
10359.json,barely-true,"There have even been Republican congressmen who have said, If you give us more money we dont know where we would even put additional Border Patrol agents.",immigration,craig-melvin,NBC News correspondent and MSNBC host,,journalist,1,0,0,0,0,an MSNBC segment
5279.json,TRUE,"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.","jobs,trade",barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union speech
13006.json,TRUE,Tom Reed has actually voted for every single trade deal that has ever come before him in any form.,"jobs,trade",john-plumb,Candidate for Congress,New York,democrat,0,0,0,0,0,an interview on Capital Tonight.
10738.json,FALSE,"ISIS camp a few miles from Texas, Mexican authorities confirm.","immigration,military,terrorism",judicial-watch,,,organization,1,1,0,0,0,a web item
5629.json,FALSE,New federal projections estimate that the health care overhaul will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.,health-care,tom-price,Congressman,Georgia,republican,1,2,5,3,0,a press release
4366.json,pants-fire,Say New Jersey Reps. Donald Payne and Frank Pallone are socialists who are openly serving in the U.S. Congress.,candidates-biography,blog-posting,,,none,7,19,3,5,44,web pages
11363.json,pants-fire,The unemployment rate may be as high as 42 percent.,"corrections-and-updates,economy,jobs",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a press conference
8443.json,mostly-true,"Common Core is not from the federal government, they do not have their fingerprints on this thing at all.","children,education,federal-budget,government-regulation",sondy-pope,State Representative,Wisconsin,democrat,0,1,1,1,0,a radio interview
2806.json,FALSE,Social Security is indeed a Ponzi scheme.,social-security,rick-perry,Governor,Texas,republican,30,30,42,23,18,an interview.
11254.json,barely-true,"Says Scott Walker brags a lot about having an independent agency investigate police shootings. Of course, he didnt fund it.","city-government,civil-rights,criminal-justice,public-safety,state-budget",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3,4,4,3,1,comments to reporters
1736.json,mostly-true,What the Arizona law does is make a state crime out of something that already is... a federal crime.,immigration,george-will,Columnist,Maryland,columnist,7,6,3,5,1,a panel discussion on ABC This Week
4915.json,pants-fire,"When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: Yeah, were open.","history,pop-culture,pundits,religion",jon-stewart,,,none,0,2,1,1,1,"a segment of ""The Daily Show"""
7847.json,mostly-true,"In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants.","education,immigration",carlos-curbelo,Miami-Dade school board member,Florida,republican,0,1,0,1,0,a Fox News interview
947.json,FALSE,The omnibus bill has only $3.8 billion in earmarks.,federal-budget,democratic-congressional-leadership,,,democrat,0,1,0,0,0,statements to reporters.
11264.json,TRUE,Trump proposed enacting the largest tax increase in American history.,"candidates-biography,taxes",jeb-bush,,Florida,republican,17,5,17,24,2,a fundraising email
779.json,TRUE,"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.",federal-budget,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a debate in Nashville, Tenn."
12790.json,half-true,"Kim Myers voted repeatedly to raise taxes on the people of Broome County, but made millions off of tax savings when her family business relocated its headquarters.",taxes,claudia-tenney,Assemblywoman,New York,republican,0,0,1,0,0,a press release.
13004.json,half-true,"Californias Prop 60, which would requirecondom usein adult films, would put workers in the adult film industry at riskfor lawsuits and harassment.","government-regulation,public-health",no-60-campaign-against-condom-requirement-adult-fi,,,organization,0,0,1,0,0,in a campaign video advertisement
8637.json,TRUE,We pay among the highest tolls in the nation for the privilege of crossing that bridge.,transportation,loretta-weinberg,State Senator,,democrat,1,2,0,1,0,an interview on the John Gambling radio program
8762.json,half-true,"Sens. Isaksons, Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6,000 Georgia Jobs.","federal-budget,jobs",americans-united-change,,,none,1,4,4,1,0,a press release
7148.json,barely-true,Says real estate taxes were put in place to pay for Obamacare.,"health-care,taxes",todd-hunter,Lawyer,Texas,republican,1,0,0,0,0,a Texas Tribune interview.
5663.json,half-true,Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it.,jobs,tim-knopp,,,republican,0,0,1,1,0,campaign website
1398.json,FALSE,Says Kay Bailey Hutchison voted for sanctuary cities.,immigration,rick-perry,Governor,Texas,republican,30,30,42,23,18,a debate.
6379.json,half-true,John Mica voted to borrow $10 trillion.,"debt,federal-budget,message-machine-2012,voting-record",sandy-adams,member of Congress,Florida,republican,0,0,1,0,0,a campaign mailer
9374.json,barely-true,Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.,"labor,state-budget,workers",brett-hulsey,,,democrat,1,3,0,0,0,a letter
498.json,TRUE,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""","elections,ethics",barack-obama,President,Illinois,democrat,70,71,160,163,9,"Tampa, Fla."
4022.json,barely-true,We do not want to raise anybodys tax rates. Thats never been on the table.,"taxes,abc-news-week",james-clyburn,U.S. Representative,South Carolina,democrat,1,1,0,1,0,"an interview on ABC's ""This Week with Christiane Amanpour"""
11810.json,half-true,"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue.","congress,history,terrorism",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a CNN town hall
2804.json,mostly-true,"This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years.","elections,history",mike-haridopolos,Florida Senate President,Florida,republican,0,3,1,1,0,a post-election interview.
183.json,FALSE,John wasn't this raging populist four years ago when he ran for president.,job-accomplishments,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Chariton, Iowa"
2094.json,TRUE,House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling.,"energy,environment,oil-spill",alex-sink,,Florida,democrat,1,2,2,4,0,remarks to reporters.
12697.json,FALSE,Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.,elections,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,"an interview on ""Meet the Press"""
12499.json,pants-fire,Crime is rising.,"crime,criminal-justice",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech after several primaries concluded
12023.json,mostly-true,"(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.","city-government,water",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,"a Democratic debate in Flint, Mich."
4928.json,barely-true,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,taxes,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news conference
3098.json,pants-fire,"Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah.",religion,victoria-taft,radio talk show host,Oregon,none,0,2,0,0,1,a website posting
8347.json,FALSE,"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.","social-security,veterans",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,an MSNBC interview
5750.json,half-true,The bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon.,guns,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,"an interview on ""Face the Nation"""
1930.json,FALSE,"In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.","corporations,financial-regulation,market-regulation,abc-news-week,transportation",rahm-emanuel,Mayor of Chicago,Illinois,democrat,1,1,1,2,0,"an interview on ""This Week."""
8241.json,half-true,Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions,"education,labor,state-budget,state-finances",frank-annunziato,Union leader,Rhode Island,labor-leader,0,0,1,0,0,a newspaper interview
13159.json,barely-true,Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change.,"climate-change,environment",democratic-congressional-campaign-committee,,,democrat,11,8,5,1,9,a TV ad
2699.json,FALSE,"When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.","campaign-finance,transparency",michael-steele,chairman of the Republican National Committee,Maryland,republican,0,1,1,0,2,"an interview on NBC's ""Meet the Press"""
3485.json,FALSE,Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.,"health-care,state-budget",dennis-richardson,state representative,Oregon,republican,0,4,1,2,0,a newsletter
11453.json,FALSE,You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC.,campaign-finance,claire-mccaskill,U.S. Senator,Missouri,democrat,1,1,0,0,0,comments to HBO host Bill Maher
12779.json,half-true,"Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected.","federal-budget,terrorism",joseph-crowley,U.S. Rep.,New York,democrat,0,0,1,0,0,a speech at the Democratic convention
5322.json,barely-true,"Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.",stimulus,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a victory speech in Las Vegas on Feb. 4, 2012"
4832.json,pants-fire,An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.,"government-regulation,health-care,message-machine-2012,market-regulation",60-plus-association,,,none,2,0,0,0,1,a television commercial
12077.json,FALSE,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,county-budget,chris-abele,Philanthropist,Wisconsin,none,3,5,4,4,2,an interview
9021.json,FALSE,"Under a bill before the legislature, youd have to go to court to fire an employee.","economy,jobs,labor,legal-issues",kenneth-block,businessman,,republican,0,3,2,3,0,a TV interview
6158.json,TRUE,There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.,transportation,michael-doherty,,,republican,1,3,1,1,0,a news release
8819.json,mostly-true,"In the entire public school system in Camden last year, only three students graduated college ready.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,his ‰ÛÏState of the State‰Û address
8141.json,TRUE,"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",housing,ellen-rosenblum,,,democrat,1,0,0,0,0,an opinion article
1254.json,FALSE,"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime.""",crime,john-kline,U.S. Congressman,,republican,0,1,0,0,0,a press release
6873.json,barely-true,This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.,"candidates-biography,economy,jobs,message-machine-2012,stimulus",american-crossroads,,,republican,5,5,4,0,0,a TV ad
5031.json,half-true,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,"corrections-and-updates,deficit",tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,in a debate
7976.json,half-true,Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president.,immigration,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview
4997.json,mostly-true,Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,abortion,michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a Republican presidential primary debate
11996.json,barely-true,U.S. global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations.,"foreign-policy,public-health",tom-daschle,,,democrat,1,0,0,0,0,an op-ed
675.json,half-true,"I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.","federal-budget,transportation",sarah-palin,,Alaska,republican,9,19,9,6,6,"a speech at the Republican Nationention in St. Paul, Minn."
11583.json,mostly-true,The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates.,"state-budget,state-finances,transportation",jeff-morales,"CEO, California High-Speed Rail Authority",California,state-official,0,0,0,1,0,a press conference
10374.json,TRUE,"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.","education,state-budget",virginia-education-association,,,none,0,0,0,0,0,a web post.
5282.json,half-true,Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today.,economy,hank-johnson,U.S. Congressman,Georgia,democrat,3,0,4,3,0,a press statement
8600.json,half-true,"American voters remain steadfast in their support for immigration reform with a path to citizenship, with more than 70 percent who want to see reform passed this year.",immigration,causa-oregon,,Oregon,organization,0,0,1,0,0,a website statement
10447.json,FALSE,There were more people on welfare than working in 2013.,"economy,jobs,poverty,welfare",terry-jeffrey,Editor-in-chief of CNSNews,Virginia,none,0,1,0,0,0,a column in TownHall.com
6940.json,barely-true,"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.","children,gays-and-lesbians,health-care,sexuality",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2,4,1,1,0,a news release
2354.json,TRUE,Says State Rep. Kristi Thibaut was an ACORN lobbyist.,candidates-biography,republican-party-texas,,Texas,republican,3,1,1,3,1,a tweet
9221.json,half-true,Atlanta is the No. 1 trading point for sexual slavery in America. Between 100 and 200 girls are sold into slavery in Atlanta every month.,children,jimmy-carter,,Georgia,democrat,3,0,2,2,0,interview while promoting book
6279.json,half-true,"According to a national survey, transit ridership among people age 16 to 34 increased 40 percent between 2001 and 2009.",transportation,jeff-dickerson,,Georgia,none,0,0,1,0,0,an online debate
8309.json,TRUE,"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.","abortion,taxes",oregon-2014,,Oregon,organization,0,0,0,0,0,online campaign materials
7596.json,FALSE,Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.,"gays-and-lesbians,marriage",thomas-tobin,Bishop of the Diocese of Providence,,none,0,2,0,0,0,a news release
11249.json,half-true,Im the only (Republican)candidate that has actually reduced the size of government.,"candidates-biography,state-budget",bobby-jindal,Governor of Louisiana,Louisiana,republican,0,1,4,4,0,"comments on ABC's ""This Week"""
13252.json,FALSE,"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",taxes,chris-jacobs,Erie County Clerk,New York,republican,0,1,0,0,0,a campaign ad
10469.json,mostly-true,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,"congress,congressional-rules",phil-kerpen,President of American Commitment and columnist,"Washington, D.C.",republican,0,0,0,1,0,a tweet
11906.json,mostly-true,Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,"candidates-biography,criminal-justice,elections,legal-issues,campaign-advertising",joanne-kloppenburg,State Appeals Court judge,Wisconsin,none,2,1,0,2,1,a TV ad
7184.json,mostly-true,"One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.","children,education,poverty",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a speech
9652.json,barely-true,There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.,"health-care,supreme-court",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview with a Las Vegas news network
13228.json,pants-fire,"Says a tweet he sent out wasnt saying, check out a sex tape. It was just take a look at the background of Alicia Machado.",candidates-biography,donald-trump,President-Elect,New York,republican,63,114,51,37,61,the second presidential debate
11032.json,pants-fire,Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,"candidates-biography,history",dinesh-dsouza,Author and film director,California,none,1,0,0,0,1,a tweet
3097.json,TRUE,Texas leads the nation in the percentage of residents without health insurance.,health-care,paul-krugman,New York Times columnist,,none,0,2,3,4,0,an op-ed column
1762.json,FALSE,This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,immigration,mike-pence,Governor,Indiana,republican,8,10,12,5,0,an interview on NBC's 'Meet the Press' 
4373.json,pants-fire,A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,"education,state-budget,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a news release
8214.json,half-true,Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations.,"abortion,health-care,women",bookerfail,,,none,1,0,1,0,0,a U.S. Senate campaign video ad
6462.json,FALSE,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,"candidates-biography,taxes",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview on Fox News
4479.json,half-true,"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",trade,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a news conference
1532.json,mostly-true,"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.","ethics,transparency",kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,a radio ad
6131.json,half-true,"As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first by serving as DNC chairman during the last year of his governorship.","economy,jobs,message-machine-2012",american-crossroads,,,republican,5,5,4,0,0,a TV ad.
366.json,half-true,The DNC says McCain flip-flopped on whether the Iraq War would be easy.,iraq,democratic-national-committee,,,none,8,2,10,8,0,a Web video.
5870.json,mostly-true,Says Ohio law gives tax breaks to rich people who own private jets.,"state-budget,taxes",mike-foley,State representative,Ohio,democrat,0,0,0,2,0,a speech in the Ohio House
2469.json,half-true,"Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.","economy,federal-budget,message-machine,stimulus,taxes,voting-record",americans-job-security,,,none,0,0,3,0,0,a campaign ad
6903.json,pants-fire,Says Paul Ryans budget plan ends Medicare.,"federal-budget,health-care,medicare,message-machine-2012",rob-zerban,,,democrat,0,1,0,0,1,a TV ad
12227.json,half-true,"In every ethics case that has resulted in a formal sanction, theres been an investigative subcommittee thats been established first.",ethics,alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,a Tampa Bay Times interview
6308.json,TRUE,Says New Hampshire has the third-highest property tax in the country.,"corrections-and-updates,taxes",jackie-cilley,Marketing,New Hampshire,democrat,0,0,0,0,0,a statement during a candidates forum at Nashua City Hall
724.json,TRUE,"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",taxes,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Elko, Nev."
13145.json,barely-true,Says Colorado Democraticcongressional candidate MorganCarroll racked up $11 billion in new spending in the state Legislature.,state-budget,national-republican-congressional-committee,,,republican,18,9,8,5,8,a TV ad 
11617.json,FALSE,59 percent of Americans today believe that Barack Obama is still a Muslim.,"candidates-biography,diversity,polls",arsalan-iftikhar,"Senior editor, Islamic Monthly magazine ","Washington, D.C.",none,0,1,0,0,0,"a roundtable discussion on NBC's ""Meet the Press"""
6853.json,FALSE,Carol Shea-Porter wants to increase taxes on small business and job creators.,small-business,frank-guinta,"U.S. Congress, NH-First District",New Hampshire,republican,1,1,1,1,0,"an advertisement, ‰ÛÏVeterans,‰Û"
176.json,barely-true,"People were hopeless. Sixty percent of the population, 70 percent of the population wanted to live somewhere else. . . . By the time I left, 70 percent wanted to stay.",job-accomplishments,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"Washington, D.C."
5329.json,TRUE,A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.,"education,tourism",marc-schare,Member of the Worthington Board of Education,Ohio,none,0,0,0,0,0,an Ohio House committee hearing 
3469.json,FALSE,On whether the United States should intervene in Libya.,"foreign-policy,military",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,televised interviews
5705.json,half-true,99.97 percent of the kids live in poverty that attend Cleveland public schools.,"education,poverty",sandra-williams,State representative,Ohio,democrat,0,0,1,0,0,a news conference
2582.json,half-true,"John Kitzhaber created 128,000 new jobs while governor.","economy,job-accomplishments",john-kitzhaber,Governor of Oregon,Oregon,democrat,1,1,4,4,0,a campaign mailer
7659.json,mostly-true,Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state.,"education,state-budget,state-finances,states",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,a Senate Education Committee meeting.
11073.json,barely-true,"Despite keeping distance from national media interviewers, I did local press all along, the last three months.","job-accomplishments,states",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an interview with CNN
8510.json,pants-fire,"What we said was, you can keep (your plan) if it hasnt changed since the law passed.",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech to Organizing for Action
12045.json,mostly-true,"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",immigration,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a Democratic presidential debate in Miami
7942.json,pants-fire,"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.","economy,jobs",rick-scott,Governor,Florida,republican,28,23,38,34,7,a TV interview
12473.json,pants-fire,Says she was the first in her family to go to a four-year college.,education,katie-mcginty,,Pennsylvania,democrat,1,0,0,1,1,On the 'About' page of McGinty's campaign website
8005.json,TRUE,"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians dont want our money.","foreign-policy,polls",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7,8,10,12,3,a Fox News interview
